# סוד החשמל — full lesson index extracted from post id=1794 (wp_id=503, 2013-11-26)
# READ-ONLY extraction. Each row = one source unit (audio lesson) with its one-line topic.
# parsed=1202 distinct=1200 range=2-1279 numbering_gaps=78
# lesson_no	topic
216	סוד הידיעה והבחירה (האזנה אינה זמינה כרגע)
215	הקשר בין דמא בן נתינה לפרה אדומה (האזנה אינה זמינה כרגע)
214	מדוע המשיח נמשל לכוכב, ומדוע צריך להיות שינוי בכוכבים לפני ביאת המשיח (האזנה אינה זמינה כרגע)
213	מדוע המשיח נמשל לכוכב, ומדוע צריך להיות שינוי בכוכבים לפני ביאת המשיח (האזנה אינה זמינה כרגע)
212	העיכובים במיתווה הגז קשורים לגאולה, ותפילה בנץ החמה מקרבת את הגאולה
211	מדוע המן שהיה העשיר הגדול בעולם אמר שלא שוה לו כלום בלי שמרדכי ישתחווה
210	הפיגועים בבריסל בערב חנוכה וערב פורים מרמזים על הכנה לגאולה בחודש ניסן
209	שיעור לפורים תשע”ו
208	הקשר בין רבי נחמן מברסלב לחודש אדר והמשך השיעור הקודם
207	מרדכי תיקן את ההשתחויה של יעקב לעשו
206	מדוע המן ביקש לפני תליתו להכנס להיכל של יש”ו הנוצרי, וסוד התירס
205	רמזים על שואת אירופה בתורה
204	החשיבות של הר ציון והסוד של נשמת אביגיל אשת דוד
203	הקשר בין פורים לל”ג בעומר
202	המשך השיעורים בענין הפרשת חלה וסוד החלב
201	כוכב נבירו שמתגלה בעולם, והמשך השיעור הקודם
200	מוחמד היה גלגול בלעם שיעור חזק –
199	הקשר בין חטא העגל לעגלה ערופה
198	המשך השיעור הקודם
197	המשך השיעור הקודם
196	המשך השיעור הקודם ורמזים על דניאל טראמפ שמועמד לנשיאות בארה”ב
195	מצות הפרשת חלה ממתיקה את לדת משיח ומלחמת גוג
194	פטירת גדולי ישראל בחודש אדר, ומדוע רבי נחמן מברסלב תיקן את קרח בפורים
193	משה התפלל על מלחמת גוג ומגוג בפסוק “ואם אין מחני נא”
192	רמזים בפרשת מחצית השקל על קץ תשע”ו
191	סוד הקפאון שיופשר לעתיד לבא
190	מזבח הזהב קשור לשרביט הזהב ולעגל הזהב
189	סוד העין טובה שקשורה לשנת תשע”ו ולמלכות בית דוד ולגאולה
188	סוד הפלא, והנפלאות שיהיו בגאולה העתידה
187	עוד על התאונה הנוראה בכביש ירושלים תל אביב וסוד אדם רוצה בקב שלו
186	התאונה הנוראה בכביש ירושלים תל אביב ועוד על סוד הצמצום
185	המעשה המופלא איך התחילה תקופת הפרעונים במצרים והקשר לגאולת מצרים
184	עוד על ציון וירושלים והקשר בין בריאת העולם למשכן והאדם
183	הצפייה לישועה בראש חודש אדר א’ תשע”ו להורדת סוד החשמל פרשת תרומה תשעו
182	ענין ההבדל בין ציון לירושלים ועוד על סוד הצמצום
181	חודש אדר תשע”ו קשורה לפסוק “הנותן בים דרך”
180	דרך כוכב מיעקב מרמז על צנור הפרנסה שהמשיח יקבל
179	עוד בענין סוד הצמצום והסוד של שבעים תמרים שקשורים לשנת תשע”ו
178	עוד בענין סוד הצמצום והקשר לנהר הסמבטיון
177	שפיכת הדם על יסוד דרומי ומערבי של המזבח מרמזים על ינקת קליפת רומי והערבים
176	מדוע ביטל הגר”ח מבריסק את מחלוקת הגר”א והבעש”ט בסוד הצמצום, והמשך השיעור הקודם
175	תוכו כברו קשור לפסוק “תוכו רצוף אהבה” ולשנת תשע”ו וגאולת בעיתה
174	מדינת ישראל בסוד עור תחש והקשר לשנת תשע”ו (גם סוד המספר 3)
173	הסוד של ט”ו בשבט והקץ שתלוי בארץ ישראל שתתן פירותיה בעין יפה
172	מי שאין בו דעת אסור לרחם עליו ולגאול אותו לפני שנותנים לו דעת
171	קץ הימין פעל בקריעת ים סוף
170	המשך השיעור הקודם
169	שב ואל תעשה עדיף ר”ת תשע”ו וס”ת ל”ב פ”ה
168	חוני המעגל ממתיק את השבעים שנים של חבלי משיח
167	גאולת מצרים מרמזת על הגאולה העתידה ועל שנת תשע”ו
166	הגאולה העתידה תלויה באצבע הבוהן ורמזים על אובאמה
165	החובה לצפות לישועה כדי לזכות לגאולה
164	הסוד של סימן גאולה שקשור להר ציון וקבר דוד המלך
163	מאסר הצדיק המקובל רבי יאשיהו פינטו שליט”א וסוד העשר מכות
162	יציאת מצרים בבחינת לדה והקשר לשנת תשע”ו
161	החשש מהחיזבאללה בצפון והמשך השיעור הקודם
160	ההתגרות המחודשת של מלך פרס ומלך ערבי והרגשת המלחמה בעיר תל אביב
159	הקשר בין משולש ברמודה לקליפת הנצרות שמלבישה על מלכות בית דוד
158	ראיון בקו כנישתא חדא בענין הגאולה (בעניין תאריכים של צדיקים ועוד)
157	שבתות השובבי”ם בשנת תשע”ו הם זמן מסוגל מאד לאתחלתא דגאולה
156	המשך השיעור הקודם
155	הקשר בין שם צבאות לתבוא אמו ותקנח צואת בנה ותיקון הקלקול של הנצרות
154	מה פירוש לצפות לישועה
153	בקש יעקב לגלות את הקץ
152	דברים במוצאי עשרה בטבת תשע”ו בטיש של הגרי”מ מורגנשטרן שליט”א
151	משמעות היום עשרה בטבת וקשר הגימטריות “למלכות”
150	הוראת מרן הגר”ח קניבסקי שליט”א שלא ליסוע לחו”ל והמשך השיעור הקודם
149	מדוע יוסף אמר לאביו “רדה אלי אל תעמד”
148	הקשר בין פרשת ויגש למגלת אסתר ולגאולה העתידה
147	מדוע יש צדיקים שרוצים לבטל את הנקמה בגויים בזמן הגאולה להורדת עלון פרשת ויגש תשע”ו
146	ההתייחסות הנכונה לתאריכי קץ ששומעים מגדולי ישראל שליט”א
145	מדוע ה’ עושה את המשיח בכור, והקשר לשרש משיח ממעשה יבום
144	הקשר בין גאולת מצרים לגאולת חנוכה והגאולה העתידה
143	רבי מאיר הטיל קנקנתום לתוך הדיו להמתיק את ביאת המשיח בשנת תשע”ו
142	מדוע האור של חנוכה הוא אורו של משיח
141	מה אמרו גדולי ישראל בנוגע ליהודי ארה”ב בזמן הגאולה – להורדה סוד החשמל פרשת מקץ תשעו
140	‘הבית ישראל’ מגור אמר שעוד יבוא המן שחור שיזכיר ליהודים באמריקה שהם בגלות
139	רמזים בפרשת מקץ ובחנוכה על קץ הגאולה של שנת תשע”ו
138	דברי הגר”מ שטרנבוך שליט”א על מלחמת רוסיה וטורקיה – להורדת עלון פרשת וישב תשע”ו
137	שנת תשע”ו נרמזת בלדת שרש משיח בפרשת וישב
136	הסוד של י”ט כסליו ומדוע צפייה לישועה נקראת שמירה
134	התגרות רוסיה וטורקיה היא סימן לביאת המשיח – להורדה גליון מיוחד להתגרות טורקיה ברוסיה
133	מחלוקת המקובלים אם העולם קיים 6 אלפי שנים, או 49 אלפי שנים שיעור 132מדוע ארגון דעאש התחיל להצליח אחרי כינוס המליון בשערי ירושלים באדר תשע”ד
131	מדוע הגאולה באה מצד הימין, והקשר לקליפת ישמעאל וארגון דעא”ש
130	דברי הג”ר יורם אברגיל זצ”ל על הסכנה הצפויה ליהודי אמריקה, והקשר לקליפת לבן
129	דברי הזהר על התנוצצות כוכבים 70 יום אחרי כ”ה אלול מתקימים לעינינו
128	הקשר של הכותל המערבי לשנת תשע”ו ולגאולה השלימה
127	פיגועי דעאש בצרפת הם תחילת מלחמת גוג ומגוג ועוד על הפיגוע בהר נוף
126	רבקה שנולדה בסוריא מרמזת על גוג ומגוג שיתחיל שם, עוד דברים מגדולי ישראל
125	הקשר בין צפון קוריאה לרבנו הרש”ש ועשרת השבטים – עלון סוד החשמל – תולדות
124	הגאולה תתחיל מצפון קוריאה ששם גלו עשרת השבטים
123	המשך השיעור הקודם והקשר בין נישואין לאבלות
122	על מחלוקת הצדיקים בדורינו אם לדחות את הגאולה
121	פתחון פה למיחלים לה’ וסוד המאה צבעים בחמורו של המשיח
120	הילולת המקובל רבי מרדכי שרעבי זצ”ל וסוד מפעל השזיפים בעליה לציון הרשב”י
119	הנשים של ישמעאל עדישא ופטימא מרמזות על דאע”ש ופוטין שיעור 118סודות הגאולה הנרמזים בפרשת וירא
117	דקירות הסכינים ברחובות נרמז בגמרא שכך יהיה לפני ביאת המשיח – להורדת עלון פרשת וירא לחץ
116	הכנעת אדום על ידי סודות התורה, עוד בעניין הערב רב חלק ב’
115	עוד בעניין דברי הזוהר על הריגת 5 צדיקים, עניין הערב רב חלק א’ שיעור מרתק!
114	הזהר על הריגת 5 צדיקים התקיים לאחר שנה והחשש מי”ג כסליו תשע”ו
113	דברים חדשים מגדולי ישראל לשנת תשע”ו
112	המשך השיעור הקודם וסוד רחל מבכה על בניה
111	הקץ של שנת ת”ח מוביל לשנת תשע”ו ודברים מהגר”מ שטרנבוך שליט”א
110	מה אומרים בחדשות בגן עדן והמשך השיעור הקודם שיעור 109הקשר בין פרשת נח בחודש חשון לחנוכה ותהליך גאולה שיש ביניהם
108	הסוד של עוג מלך הבשן והקשר לגאולה בשנת תשע”ו
107	החתול והעכבר בתבת נח והקשר לגאולה בשנת תשע”ו
106	סוף שלטון הערב רב צפוי להיות בחודש חשון – שיעור חשוב
105	רמזים על גאולה בשנת תשע”ו
104	אבנר בן נר ורצפה בת איה קשורים לחיבור המשיחים והתקופה שלנו
103	האם יתכן שפוטין הוא גוג, והקשר של תובל קין ונעמה לשנת תשע”ו
102	המשך השיעור הקודם והסוד של חטא אדם הראשון
101	מה המסקנות לאחר שלא זכינו לגוג ומגוג בהושענא רבה תשע”ו
100	בענין השלוש שעות של מלחמת גוג ומגוג בהושענא רבה
99	ההתגרות בין רוסיה לאמריקה בסוכות תשע”ו תחילת מלחמת גוג ומגוג שיעור 98התפוררות השמאל במדינת ישראל ערב הגאולה
97	רמזים על קץ בהושענא רבא תשע”ו
96	מצות סוכה מגינה עלינו ממלחמת גוג ומגוג בסוכות תשע”ו
95	הקשר בין מצות הקהל ומגילת קהלת לגאולה בשנת תשע”ו
94	דברי הגר”ח סינוואני זצ”ל שמלחמה בין רוסיה לסוריה היא אתחלתא דגאולה
93	הגר”ח קניבסקי מרמז על גאולה בהושענא רבה תשע”ו
92	התיקון בהר ציון שצריך להפוך את הצלב לבצל שמרמז על הצל של סוכת דוד
91	הסוד של מספר 4 שקשור לגאולה ולשנת 5776
90	הקשר בין פגישת אובאמה והאפיפיור ביום כיפור להמתקת השטן ביום כיפור
89	גילויים חדשים מהאדמו”ר רבי יענקל’ה מפשוורסק בשם אליהו הנביא: משיח יבוא בתשע”ו
88	גרממיא של אדום ו300 נסיכיה, ורמז בשירת האזינו על שנת תשע”ו
87	צפייה לגאולה ביום הכיפורים תשע”ו ורמזים בפיוט ונתנה תוקף
86	המשך השיעור הקודם וסוד הדואר שקשור לספירת היסוד ולשנת תשע”ו
85	עליית אורי אריאל להר הבית מקבילה לעליית אריאל שרון להר הבית | להורדת עלון פרשת וילך
84	שנת תשע”ו מכוונת כנגד ספירת התפארת שהגאולה תלויה בה (שיעור קשה)
83	מאה שנים של תהליך גאולה כנגד מאה קולות של השופר
82	הסוד של קרן זוית והקשר לשנת תשע”ו
81	ישעיהו הנביא ניבא שלפני הגאולה יפלו יחד השלטונות בדמשק ובמדינת ישראל
80	נבואת האדמו”ר רבי יענקל’ה מפשוורסק זצ”ל על ביאת המשיח בתשע”ו + מסר מהרב קנייבסקי
79	פסוקי “עד מתי” בתנ”ך מרמזים על שנת תשע”ה | להורדת גליון ראש השנה תשע”ו לחץ
78	אובמה מחבר שור לחמור בהסכם עם איראן
77	פרשת נצבים ומצות מילה והקשר לשנת תשע”ו
76	יעלו עשבים בלחייך עד שנת תשע”ו
75	סוד הפילים והיתוש שנכנס בחוטם של טיטוס והקשר לשנת תשע”ו
74	רמז נפלא לשנת תשע”ו בעמודי הספר תורה
73	הקשר בין מלחמת ששת הימים לקץ 1290 של דניאל
72	אמונה בחוש והתחזקות לקראת הגאולה
71	“תעוררו את האהבה” וסוד ההשתלשלות של הסיגריות
70	הג”ר יצחק זילברשטיין שליט”א על ההסכם עם אירן והקשר לגאולה
69	המלחמה נגד קליפת נוגה והקשר לשנת תשע”ו
68	סוד המגנט והחשמל הגשמי והרמזים לשנת תשע”ו
67	סוד המספר המסתתר והרמזים לשנת תשע”ו
66	הסוד של קפה בבקר, ומדוע בעתה אותיות הטבע
65	מתי מתחיל תוספת שבת של האלף השביעי
64	הסוד של מספר תשע שקשור לגאולה בתשע”ו
63	המשך השיעור הקודם
62	סוד המשחקים והשחוק שנלחמים בהם מלכות בית דוד נגד עמלק
61	הקשר של הבעש”ט ושם שפ”ו לשנת תשע”ה
60	הקשר של האי קרים ומקום קבורת רבי נחמן באומן למקום קבורת משה
59	הגאולה תבוא ממקום קבורת משה
58	הניצוץ הקדוש של המן
57	מחיית עמלק דרך האטום בשנת תשע”ו
56	עשרה בטבת תשע”ו תאריך של קץ
55	“ולא ידע איש את קבורתו” ס”ת תשע”ו
54	המחלוקת בין הקאמרנא למשנת חסידים אם נגלה לרשב”י קץ דבעיתה
53	גדר הצפייה לגאולה ומי נחשב ככופר לפי הרמב”ם
52	שנת ת”ש היתה תחילת תקופת בעתה והכנה לשנת תשע”ו
51	נאום אובמה על ההסכם עם אירן כתוב ביחזקאל פרק ל”ח
50	המשך השיעור הקודם והקץ של שנת ת”ר
49	פסוקים מול שנים בהקשר של שנת תשע”ו
48	תהליך גאולה מתשע”ב עד תשע”ו
47	תאריכי הגאולה הצפויים בחודש אלול
46	המשך השיעור הקודם
45	עוד על פולארד והגאולה בזמן הערב של האלף השישי
44	סוד המספר 1820 והקשר של שנת תשע”ו לשם הוי”ה
43	דברי הג”ר משה שפירא שליט”א
42	שבועת ה’ לגאול את עם ישראל, עם הסוד של ק”ץ ח”י
41	שחרור פולארד והנקודה הפנימית של תשעה באב
40	איך יתכן שכיבוש הארץ נעשה על ידי רשעים, ועל מפלת גוג בבקעת הירדן
39	מרן הגר”ח קניבסקי שליט”א על מלחמת גוג ומגוג ומשיח בן יוסף
38	מי נקרא ‘בן תורה’ לפי חז”ל
37	“על הר ציון ששמם שועלים בו”
36	תאריכי קיצין שמופיעים בכתבי האריז”ל
35	האם מותר לחשב קיצין
34	עוד מדברי הגר”ח קניבסקי שליט”א והשאלה מתי יהיו ה 3 שעות הנוראות
33	התקו פה שלנו כנגד החנייה של בני ישראל בערבות מואב
32	“אוחזת בעקב עשו”, לכן ג’ון קרי היה על קביים בשיחות עם איראן
31	המשך השיעור הקודם
30	התקרבות המדע לכוכב פלוטו
29	“איך נחפשו עשו נבעו מצפניו”
28	ההסכם בין אדום לפרס והקשר בין שמיטת תשע”ה לגאולה
27	בית המקדש השלישי בתאריך של בעתה בשנת תשפ”ו
26	תחית המתים בשנת ת”ת ובשנת תש”ץ
25	תשעה באב תשע”ה 1948 שנים לחורבן הבית
24	הסוד של פצצות אטום
23	המשך השיעור הקודם
22	על אובאמה שהוא גוג
21	על הפיכת מי מערת פמיס לדם
20	על הקשר בין קריסת הכלכלה ביון ליונה הנביא שצד את הלויתן
19	על דחקות תלמידי חכמים מהערב רב לפני הגאולה
18	רמזים במשניות ברכות ושביעית על גאולה בתשע”ו
17	על מלחמת דתות בין הנצרות לאיסלם שתחל במצרים
16	על ארגון דעא”ש
15	על התגלות משיח בתשעה באב תשע”ה
14	על מרן הגר”ע יוסף זצ”ל שהיה ניצוץ משיח בן יוסף
13	המשך השיעור הקודם
12	על ההשקפה הנכונה על מדינת ישראל והקשר לגאולה
11	על דברי האדמו”ר משומרי אמונים זצ”ל שתהיה מלחמת עולם שלישית
10	על קריסה כלכלית במלחמת העולם השלישית
9	על נבואת רבי אהרון ראטה זצ”ל ועל אסונות טבע במלחמת העולם השלישית
8	על התפקיד של מלכות רוסיה במלחמת העולם השלישית
7	על ההתגרות של איראן וסעודיה
6	על התפקיד של מלכות פרס במלחמת העולם השלישית
5	על נפילת מלכות ישמעאל בשנים האחרונות והקשר לגאולה
4	על מחלוקת הצדיקים מה צפוי לעם ישראל במלחמת העולם השלישית
3	עוד על מלחמת עולם שלישית
2	על דברי מרן הגר”ח קנייבסקי שליט”א ליהודים לעלות לארץ
